Domain,Paragraph_ID,Source_Document_ID,Tuple_ID,ProbeID,Probe_Number,Probe_Type,Paragraph,Probe_Question,Gold_Label
Pubmed,P192P1,P192P1,P192P1_T1,P192P1_T1_5,5,condition_contradicted,"Pentatricopeptide repeat domain protein 3 (PTCD3) is a mitochondrial RNA-binding protein that serves a role in mitochondrial translation. PTCD3 was originally reported as an oncogene that is involved in breast cancer and lymphoma. However, the expression and function of PTCD3 in prostate cancer (PCa) are unknown. Therefore, the aim of the present study was to investigate the expression of PTCD3 and its clinical significance in PCa. Immunohistochemistry and dataset analyses revealed that PTCD3 protein expression levels were enhanced in human PCa tissues and mouse PCa models. PTCD3 expression levels were positively correlated with advanced PCa pathological grade and clinical stage. Additionally, PTCD3 mRNA expression was positively correlated with tissue malignancy, high Gleason score and distant metastasis in The Cancer Genome Atlas dataset. Kaplan-Meier analysis revealed that high PTCD3 levels can predict the increased biochemical recurrence (BCR)-free survival in all patients with or without metastasis. The overexpression of PTCD3 could be used as an independent prognostic marker of poor BCR-free survival. Immunofluorescence and western blot analysis in human PCa cell lines further confirmed that PTCD3 levels were associated with the hormone independence of PCa. Therefore, the present study revealed that PTCD3 levels may serve as a novel biomarker for PCa prognosis.",,Not Supported
Pubmed,P90P10,P90P10,P90P10_T2,P90P10_T2_5,5,condition_contradicted,"Analyses of copy number alterations in prostate cancer have identified mutations associated with tumor development such as deletions of 1p, 6q, 8p and 9p and losses of large regions of chromosomes 13, 15 and 18. The locus 9p21 seems to be a critical region where losses have been correlated to worse prognoses in several cancers. Our group previously demonstrated that the loss of the 9p21 locus occurred in 15% of a sample of 94 clear cell carcinoma patients who underwent partial or radical nephrectomy. It was an independent predictor of specific mortality in multivariate analysis, and was associated with a 28-fold greater risk of death. Frequent allelic loss of 9p21 has also been reported in lung, ovarian, bladder, oral and head-and-neck cancers.",,Not Supported
Pubmed,P196P7,P196P7,P196P7_T1,P196P7_T1_4,4,original_condition,"Here, we evaluate the validity of the 22-gene GC test performed on diagnostic biopsies, accounting for clinicopathologic NCCN risk grouping, for predicting biochemical and metastatic relapse in a cohort of IR-PCa treated with single-modality DE-IGRT at a tertiary cancer center. Of note, there has been only 1 prior study reporting on the utility of a biopsy-derived GC score; it focused on a mixed cohort of intermediate- and high-risk PCa treated with combined ADT and RT. We show that the GC score outperforms the NCCN criteria in distinguishing patients with IR-PCa with favorable outcomes after DE-IGRT without ADT from those who are at risk of metastatic relapse. The GC test may thus be useful for personalizing treatment strategies in IR-PCa, providing actionable information to identify men who should receive combination ADT and DE-IGRT.",,Supported
Pubmed,P103P1,P103P1,P103P1_T7,P103P1_T7_3,3,condition_removed,"Breast cancer is the leading cause of cancer-related deaths in women due to distinct cancer subtypes associated with early recurrence and aggressive metastatic progression. High lipoprotein-associated phospholipase A2 (PLA2G7) expression has previously been associated with aggressive disease and metastasis in prostate cancer. Here, we explore the expression pattern and functional role of PLA2G7 in breast cancer. First, a bioinformatic analysis of genome-wide gene expression data from 970 breast samples was carried out to evaluate the expression pattern of PLA2G7 mRNA in breast cancer. Second, the expression profile of PLA2G7 was studied in 1042 breast cancer samples including 89 matched lymph node metastasis samples using immunohistochemistry. Third, the effect of PLA2G7 silencing on genome-wide gene expression profile was studied and validated in cultured breast cancer cells expressing PLA2G7 at high level. Last, the expression pattern of PLA2G7 mRNA was investigated in 24 nonmalignant tissue samples and 65 primary and 7 metastatic tumour samples derived from various organs using qRT-PCR. The results from clinical breast cancer samples indicated that PLA2G7 is overexpressed in a subset of breast cancer samples compared to its expression in benign breast tissue samples and that high PLA2G7 expression associated with hormone receptor negativity as well as with poor prognosis in a subset of breast cancer samples. In vitro functional studies highlighted the putative role of PLA2G7 in the regulation of epithelial-mesenchymal transition-related signalling pathways, vimentin and E-cadherin protein expression as well as cell migration in cultured breast cancer cells. Furthermore, supporting the findings in breast and prostate cancer, high PLA2G7 mRNA expression was associated with metastatic cancer in four additional organs of origin. In conclusion, our results indicate that PLA2G7 is highly expressed in a subset of metastatic and aggressive breast cancers and in metastatic samples of various tissues of origin and promotes EMT and migration in cultured breast cancer cells.",,Not Enough Evidence
Pubmed,P139P7,P139P7,P139P7_T2,P139P7_T2_5,5,condition_contradicted,"Tumor necrosis factor receptor-associated factor 2, as an adaptor protein, belongs to the TRAF family. Seven members have been identified in the TRAF family. TRAF2 expression is upregulated in multiple cancer types and is a valuable prognostic biomarker in patients. It was reported that TRAF2 expression is increased in gastric cancer and can be a novel diagnostic and prognostic biomarker in gastric cancer patients. In addition, the expression level of TRAF2 is higher in malignant pleural effusion cells than in normal breast samples in breast cancer patients. Further study showed that TRAF2 is an important prognostic biomarker in patients. Our study also indicated that TRAF2 expression in prostate cancer is upregulated and can be a valuable prognostic marker in prostate cancer patients. However, the relationship between CPNE1 and TRAF2 expression is not clear.",,Not Supported
Pubmed,P21P10,P21P10,P21P10_T1,P21P10_T1_2,2,condition_replaced,"Despite these limitations, our findings are particularly intriguing and provide a unique, more individualized approach to managing men receiving SRT post-RP. Indeed, the GC biomarker provides accurate and comprehensive insight regarding tumor aggressiveness in these individuals. Specifically, this biomarker accurately down-staged almost 50% of patients predicted to harbor very aggressive tumors by clinical features. Most importantly, it accurately identifies a group of men with a 33% 5-yr risk of metastases despite SRT who may be excellent candidates for inclusion into clinical trials for novel therapies due to their very high-risk of metastases despite local salvage therapy.",,Not Enough Evidence
Pubmed,P104P2,P104P2,P104P2_T5,P104P2_T5_1,1,relation_contradicted,"The results from clinical breast cancer samples indicated that PLA2G7 is overexpressed in a subset of breast cancer samples compared to its expression in benign breast tissue samples and that high PLA2G7 expression associated with hormone receptor negativity as well as with poor prognosis in a subset of breast cancer samples. In vitro functional studies highlighted the putative role of PLA2G7 in the regulation of epithelial-mesenchymal transition-related signalling pathways, vimentin and E-cadherin protein expression as well as cell migration in cultured breast cancer cells. Furthermore, supporting the findings in breast and prostate cancer, high PLA2G7 mRNA expression was associated with metastatic cancer in four additional organs of origin. In conclusion, our results indicate that PLA2G7 is highly expressed in a subset of metastatic and aggressive breast cancers and in metastatic samples of various tissues of origin and promotes EMT and migration in cultured breast cancer cells.",,Not Supported
Pubmed,P74P2,P74P2,P74P2_T1,P74P2_T1_1,1,relation_contradicted,"An effective anticancer treatment must be able to eradicate all tumor cells; additionally, recent therapeutic advances in oncology recognize a patient-to-patient variability in the mutational status of tumors, the so-called interpatient heterogeneity. This latter dictates the choice of targeted drugs. However, tumors are evolving entities and genetic heterogeneity has been detected analyzing different regions of the same tumor, or comparing the primary tumor with subsequent recurrences and metastases. Therefore, it has been hypothesized that the success of personalized treatments greatly depends on the capability to capture and monitor tumor heterogeneity over time and to consequently modulate therapies.",,Not Supported
Pubmed,P18P5,P18P5,P18P5_T2,P18P5_T2_1,1,relation_contradicted,"Across the training cohort and pooled validation cohorts, 1090 men were studied; mean (SD) age at diagnosis was 65.3 (6.4) years. We found that there are distinct clusters of DDR pathways within the cohort, and DDR pathway enrichment is only weakly correlated with clinical variables such as age (Spearman œÅ [œÅ], range, ‚àí0.07 to 0.24), Gleason score (œÅ, range, 0.03 to 0.20), prostate-specific antigen level (œÅ, range, ‚àí0.07 to 0.10), while 13 of 17 DDR gene sets are strongly correlated with androgen receptor pathway enrichment (œÅ, range, 0.33 to 0.82). In published cohorts, DDR pathway genes are rarely mutated. A DDR pathway profile prognostic signature built in the training cohort was significantly associated with biochemical recurrence-free, metastasis-free, and overall survival in the pooled validation cohorts independent of standard clinicopathological variables. The prognostic performance of the signature for metastasis-free survival appears to be stronger in the younger patients (HR, 1.67; 95% CI, 1.12‚Äì2.50) than in the older patients (HR, 0.77; 95% CI, 0.29‚Äì2.07) on multivariate Cox analysis.",,Not Supported
Pubmed,P151P6,P151P6,P151P6_T1,P151P6_T1_4,4,original_condition,"The level of invasion into FMB is an independent tumor-behavioral factor for PSM and BCR in organ-confined prostate cancer. Patients with a level 2 FMB had a higher risk of BCR after RP. Therefore, the level of invasion into FMB might be used to stratify patients with pT2 disease and a poor prognosis.",,Supported
Pubmed,P61P1,P61P1,P61P1_T3,P61P1_T3_1,1,relation_contradicted,"Genomic loss of chromosome 8p21 region, containing prostate-specific NKX3.1 gene, is a frequent alteration of the prostate cancer oncogenome. We propose a novel, paradigm shifting hypothesis that this frequently deleted locus is also associated with a cluster of microRNA genes, miR-3622a/b, that are lost in prostate cancer and play an important mechanistic role in progression and metastasis. In this study, we demonstrate the role of miR-3622b in prostate cancer. Expression analyses in a cohort of prostate cancer clinical specimens and cell lines show that miR-3622b expression is frequently lost in prostate cancer. Low miR-3622b expression was found to be associated with tumor progression and poor biochemical recurrence-free survival. Further, our analyses suggest that miR-3622b expression is a promising prostate cancer diagnostic biomarker that exhibits 100% specificity and 66% sensitivity. Restoration of miR-3622b expression in prostate cancer cell lines led to reduced cellular viability, proliferation, invasiveness, migration and increased apoptosis. miR-3622b overexpression in vivo induced regression of established prostate tumor xenografts pointing to its therapeutic potential. Further, we found that miR-3622b directly represses Epidermal Growth Factor Receptor. In conclusion, our study suggests that miR-3622b plays a tumor suppressive role and is frequently downregulated in prostate cancer, leading to EGFR upregulation. Importantly, miR-3622b has associated diagnostic, prognostic and therapeutic potential. Considering the association of chromosome 8p21 loss with poor prognosis, our findings are highly significant and support a novel concept that associates a long standing observation of frequent loss of a chromosomal region with a novel miRNA in prostate cancer.",,Not Supported
Pubmed,P93P3,P93P3,P93P3_T4,P93P3_T4_1,1,relation_contradicted,"The human A Disintegrin and Metalloproteinase 15 (ADAM15) is one of more than 20 members of the ADAM family of type I multi-domain transmembrane glycoproteins that function as zinc-dependent endopeptidases. Activated ADAM15 is involved in proteolytic processing of cytokines, growth factors and adhesions molecules. ADAM15 promotes cancer progression in gastric, lung and colon cancers as well as melanomas. It is believed that the tumor promoting action of ADAM15 results from disruption of cell‚Äìcell and cell-matrix adhesion and from release of membrane-bound growth factors. Accordingly, ADAM15 deregulation has been linked to poor patient outcome in lung and colon cancers.",,Not Supported
Pubmed,P186P3,P186P3,P186P3_T3,P186P3_T3_5,5,condition_contradicted,"The immune response affects cancer development by acting as an extrinsic tumor suppressor that restrains tumor expansion or destroys tumors. However, tumor cells can escape immune surveillance. T-lymphocyte associated antigen-4 and programmed death-1 are the two immunoregulatory proteins expressed on T cell membranes. CD80, the CTLA-4 receptor ligand, is expressed in dendritic cells, whereas PD-L1, the PD-1 ligand, is expressed in tumor and or macrophage cells. The interactions of CD80 with CTLA-4 and of PD-L1 with PD-1 inhibit CD8+ cytotoxic T lymphocyte survival and proliferation and affect the function of tumor-infiltrating T cells, ultimately suppressing the immune response and inducing immune tolerance of cancer. Radiotherapy exerts some potentially anti-therapeutic effects by inducing tumor cells that express PD-L1, secrete TGF-Œ≤, and induce regulatory T cells. These findings suggest a potential link between radiotherapy and immunoresistance in prostate cancer.",,Not Supported
Pubmed,P93P3,P93P3,P93P3_T6,P93P3_T6_2,2,condition_replaced,"The human A Disintegrin and Metalloproteinase 15 (ADAM15) is one of more than 20 members of the ADAM family of type I multi-domain transmembrane glycoproteins that function as zinc-dependent endopeptidases. Activated ADAM15 is involved in proteolytic processing of cytokines, growth factors and adhesions molecules. ADAM15 promotes cancer progression in gastric, lung and colon cancers as well as melanomas. It is believed that the tumor promoting action of ADAM15 results from disruption of cell‚Äìcell and cell-matrix adhesion and from release of membrane-bound growth factors. Accordingly, ADAM15 deregulation has been linked to poor patient outcome in lung and colon cancers.",,Not Enough Evidence
Pubmed,P197P5,P197P5,P197P5_T1,P197P5_T1_5,5,condition_contradicted,"To address these questions, we first examine the genomic CNA landscape of conservatively treated prostate cancer in more than a hundred diagnostic biopsy and resection specimens from a conservatively treated cohort; this cohort consisted of patients with localized prostate cancer who were not treated with surgery or radiation within six months of diagnosis. We demonstrate that tumor CNA burden is associated with cancer-specific death, independent of standard clinical predictors. To explore the prognostic significance of tumor CNA burden more broadly in other cancer types, we find that tumor CNA burden is also associated with disease-free and overall survival in TCGA cohorts of primary breast, endometrial, renal clear cell, thyroid, and colorectal cancer in addition to prostate cancer, with the degree of association varying in some cancer types. We then establish the clinical feasibility of measuring tumor CNA burden using the FDA-cleared MSK-IMPACT clinical next generation sequencing assay and confirm that tumor CNA burden is associated with overall and disease-specific survival in both primary and metastatic tumors across cancer types. In all, we demonstrate that tumor CNA burden is a prognostic factor associated with cancer recurrence and death in multiple cancer types, including in conservatively treated prostate cancer which would benefit from increased risk stratification.",,Not Supported
Pubmed,P11PR7,P11,P11PR7_T2,P11PR7_T2_3,3,condition_removed,The risk of biochemical recurrence associated with adverse patho- logic findings at prostatectomy is reduced by approximately 50% in men with clinically low-risk prostate cancer.,,Not Enough Evidence
Pubmed,P115P4,P115P4,P115P4_T3,P115P4_T3_5,5,condition_contradicted,"With a number of genes such as EGFR, PDGF, GRB2, MET and cyclin D genes (CCND1, CCND2 and CCND3) involved, the RTK/ERK pathway regulates various biological processes including cellular signal transduction and crosstalk, cell proliferation, differentiation, survival and migration in normal and cancer development. Mutations that induce abnormalities of the structures of proteins in the pathway, may lead to cell transformation and malignancy in various types of cancer. The receptor tyrosine kinases lie upstream in the pathway, transduce the signal into the cells and trigger a cascade of phosphorylation for the downstream kinases such as the mitogen-activated protein kinase cascade, including Raf, MEK and extracellular signal-regulated kinase kinases. The consecutive signal transduction may lead to the phosphorylation of target proteins inside the cell and control normal biological activities. In contrast, the imbalance during the cascade of signal transduction and the inappropriately response for susceptible environment stimulus may lead to various diseases, including cancer. Therefore, investigation on the associations of the RTK/ERK pathway with prostate cancer risk can provide new insight into the molecular mechanisms underlying the susceptibility, and development of prostate cancer at the pathway-level, and reveal novel links between the pathway genes and disease progression to advanced stage and metastasis.",,Not Supported
Pubmed,P178P2,P178P2,P178P2_T1,P178P2_T1_4,4,original_condition,"Comprehensive genomic analyses have substantially furthered our understanding of primary prostate cancer and metastatic castration-resistant prostate cancer. These studies have discovered common genetic drivers of prostate cancer, such as fusions of ETS genes, amplification of AR, and loss of CDKN2A, PTEN, RB1, SPOP, and TP53. Integrative genomic studies have further delineated distinct molecular subtypes in primary and metastatic prostate cancer and specific molecular pathways that contribute to prostate cancer onset and progression, including AR, WNT, and PI3K/AKT/MTOR signaling.",,Supported
Pubmed,P70P13,P70P13,P70P13_T2,P70P13_T2_5,5,condition_contradicted,"Tumor cell clusters have been described in the blood and bone marrow of patients with metastatic prostate cancer, but here, we provide a detailed description of their prevalence across clinical states. The frequency of patients positive for circulating tumor cell clusters in the metastatic castration-sensitive and metastatic castration-resistant prostate cancer cohorts was higher than previously reported. Novel is our finding of circulating tumor cell clusters in biochemically recurrent prostate cancer patients, which, although rare, were sometimes composed of six or more cells. As circulating clusters have been suggested to have greater metastatic potential than single circulating tumor cells and are linked to poor prognosis for patients who have them, we also evaluated their prognostic significance in metastatic castration-resistant prostate cancer, where the disease is already in a metastatic state. Replicating the analysis from Aceto and colleagues, we confirmed the trend that patients with clusters in the blood at any time, including follow-up samples, had shorter progression-free survival and overall survival than patients with only single circulating tumor cells or no circulating tumor cells at all, but we further extended it to the fraction of cells in clusters in bone marrow aspirate at the time of disease progression, where a significant signal was also detected for both progression-free survival and overall survival. It will be of interest to assess whether a similar association exists for circulating or marrow clusters within the biochemically recurrent prostate cancer and metastatic castration-sensitive prostate cancer cohorts that are actively being followed, for use along PSA doubling time and other clinical factors, to improve determination of risk for metastatic progression and need for treatment.",,Not Supported
Pubmed,P35P3,P35P3,P35P3_T5,P35P3_T5_1,1,relation_contradicted,"We identified that SPAG5 expression was gradually increased in PCa progression and its level was significantly associated with lymph node metastasis, clinical stage, Gleason score, and biochemical recurrence. Our results indicated that SPAG5 knockdown can drastically inhibit PCa cell proliferation, migration, and invasion in vitro and suppress tumor growth and metastasis in vivo. We identified that miR-539 can directly target SPAG5. Ectopic overexpression of miR-539 can drastically inhibit SPAG5 expression and the restoration of SPAG5 expression can reverse the inhibitory effects of miR-539 on PCa cell proliferation and metastasis.",,Not Supported
Pubmed,P19P2,P19P2,P19P2_T4,P19P2_T4_2,2,condition_replaced,"The heterogeneous disease outcomes of newly diagnosed prostate cancer demand effective prognostic markers to separate aggressive from indolent disease. Genomic alterations, such as chromosome rearrangements that involve ETS transcription factor genes, deletions of PTEN and RB1, and gene amplifications of AR and MYC, are recognized as recurrent events in prostate cancer. The prognostic potential of these and other molecular alterations has yet to be established but could provide important information for guiding treatment recommendations. The most common gene rearrangement in prostate cancer, TMPRSS2:ERG fusion, was determined to be associated with adverse tumor behavior in several studies but not in others. PTEN deletion alone also correlates with more advanced disease at time of surgery and earlier biochemical recurrence (BcR) in several reports. The interaction among different genomic aberrations is also being explored. Reid et al found that PTEN deletion in the absence of ERG/ETV1 gene rearrangements correlated with worse cancer-specific survival.",,Not Enough Evidence
Pubmed,P200P4,P200P4,P200P4_T1,P200P4_T1_5,5,condition_contradicted,We propose a novel method for pinpointing candidate epigenetically silenced tumor suppressor genes in prostate cancer. The expression profiling of the identified genes demonstrates significant prediction strength for tumor progression.,,Not Supported
Pubmed,P31P3,P31P3,P31P3_T1,P31P3_T1_5,5,condition_contradicted,"Not only are epigenetic mechanisms, including DNA methylation, essential for normal development by regulating gene transcription involved with cell division or differentiation, but they also control a number of key processes including tumorigenesis. Many studies revealed that, in disease processes such as cancer, abnormal DNA hypermethylation in the promoter regions of genes causes transcriptional silencing. Recent studies show that gene body (genic) methylation also plays an important role in the alteration of gene expression. There is a causal relationship between genic DNA methylation and gene expression, which indicates that methylation at genic regions could be a therapeutic target in cancer. Distal regulatory elements are also subject to epigenetic modification and could be a key feature of the cancer epigenomes.",,Not Supported
Pubmed,P182P1,P182P1,P182P1_T1,P182P1_T1_4,4,original_condition,"Prognostic biomarkers for localized prostate cancer could improve personalized medicine. Our group previously identified a panel of differentially methylated CpGs in primary tumor tissue that predict disease aggressiveness, and here we further validate these biomarkers.",,Supported
Pubmed,P103P5,P103P5,P103P5_T1,P103P5_T1_5,5,condition_contradicted,"In this study, we focus on analysing the expression pattern of PLA2G7 in breast cancer and investigate the functional role of PLA2G7 in cultured breast cancer cells using genome-wide gene expression analysis, immunohistochemistry and functional assays. The results indicate a role for PLA2G7 in the regulation of metastasis-initiating EMT and cell migration, associate high PLA2G7 mRNA expression with hormone receptor negative aggressive disease and indicate that high PLA2G7 protein expression in lymph node metastases associates with unfavourable prognosis in breast cancer.",,Not Supported
Pubmed,P113P16,P113P16,P113P16_T1,P113P16_T1_4,4,original_condition,"Methylated miR-137 host gene is a promising diagnostic and or prognostic biomarker of PCa. The epigenetic silencing of miR-137 is an important event in promoting androgen signaling during prostate carcinogenesis and progression. MiR-137 suppresses cell growth in several cancers such as ovarian, colorectal, and gastric.",,Supported
Pubmed,P57P8,P57P8,P57P8_T1,P57P8_T1_1,1,relation_contradicted,"Moreover, the CXCR4/CXCL12 axis seems to be tightly linked to the immune checkpoint regulator programmed death 1 (PD-1) and programmed death-ligand 1 (PD-L1) that co-operate to suppress anti-cancer immunity. In the clinical setting, anti-PD-1 and anti-PD-L1 antibodies have shown promising outcomes in cancer patients. However, a subset of patients fails to respond to checkpoint inhibition. Feig et al. recently managed to overcome anti-PD-L1 drug resistance in a murine pancreatic adenocarcinoma model by blocking CXCR4. These findings motivated us to investigate the CXCR4/CXCL12 axis within the cross-relation to PD-L1 expression in PCa.",,Not Supported
Pubmed,P32P2,P32P2,P32P2_T1,P32P2_T1_3,3,condition_removed,"In a retrospective study, ten patients with primary PCa underwent MP-MRI and PSMA-PET/CT for initial staging. All tumors were proven histopathologically by biopsy. Image analysis was done in a quantitative (SUVmax) and qualitative (blinded read) fashion based on PI-RADS. The PI-RADS schema was then translated into a 3D-matrix and the Euclidian distance of this coordinate system was used to quantify the extent of agreement.",,Not Enough Evidence
Pubmed,P54P3,P54P3,P54P3_T1,P54P3_T1_2,2,condition_replaced,"Like BPA, 17Œ≤-estradiol-3-benzoate (EB) is a ubiquitous environmental agent. It is an estradiol analog commonly used in livestock for inducing weight gain and synchronizing estrus cycles in heifers and cattle. Since EB binds ERs with high affinity, unintended exposures may trigger estrogenic responses that compromise health. In rodents, neonatal EB exposure (30‚Äì125 ng/day in mouse and 125‚Äì500 ng/day in rats) has been shown to induce the production of morphologically abnormal sperm during adulthood. Similarly, rats neonatally exposed to 25 Œºg EB developed prostates with a greater risk of malignant changes with aging, including severe prostatic intraepithelial neoplasia (PIN), a precancerous condition. Since production of morphologically abnormal sperm and induction of increased susceptibility to hormonal carcinogenesis are similarly observed following neonatal BPA exposure, these findings strongly implicate early life as a susceptible window for environmental xenoestrogens to predispose later-life disease risk and EB can serve as a positive estrogen control in studies of weaker estrogenic agents such as BPA. While emerging evidence indicates that epigenetic modifications are involved, the molecular underpinnings of this process remain to be fully clarified.",,Not Enough Evidence
Pubmed,P197P5,P197P5,P197P5_T3,P197P5_T3_5,5,condition_contradicted,"To address these questions, we first examine the genomic CNA landscape of conservatively treated prostate cancer in more than a hundred diagnostic biopsy and resection specimens from a conservatively treated cohort; this cohort consisted of patients with localized prostate cancer who were not treated with surgery or radiation within six months of diagnosis. We demonstrate that tumor CNA burden is associated with cancer-specific death, independent of standard clinical predictors. To explore the prognostic significance of tumor CNA burden more broadly in other cancer types, we find that tumor CNA burden is also associated with disease-free and overall survival in TCGA cohorts of primary breast, endometrial, renal clear cell, thyroid, and colorectal cancer in addition to prostate cancer, with the degree of association varying in some cancer types. We then establish the clinical feasibility of measuring tumor CNA burden using the FDA-cleared MSK-IMPACT clinical next generation sequencing assay and confirm that tumor CNA burden is associated with overall and disease-specific survival in both primary and metastatic tumors across cancer types. In all, we demonstrate that tumor CNA burden is a prognostic factor associated with cancer recurrence and death in multiple cancer types, including in conservatively treated prostate cancer which would benefit from increased risk stratification.",,Not Supported
Pubmed,P13P6,P13P6,P13P6_T2,P13P6_T2_3,3,condition_removed,"Here we report for the first time an insertional mutagenesis screen in an orthotopic xenograft mouse model to identify genes involved in AIPC. In this approach, mutagenized-LNCaP cells were directly injected into the prostate of male immunodeficient mice. After tumors formed, mice were castrated to select for androgen independent tumors in vivo, modeling what occurs in PC patients. This human xenograft PC orthotopic model has the advantage that genes promoting AIPC in the prostate microenvironment can potentially be identified. We identified several interesting genes using this screen and established their ability to predict recurrence after ADT.",,Not Enough Evidence
Pubmed,P105P1,P105P1,P105P1_T2,P105P1_T2_4,4,original_condition,"Prostate cancer is a leading cause of cancer-related mortality worldwide. Gleason score is one of the best predictors of prostate cancer aggressiveness, but additional tumor biomarkers may improve its prognostic accuracy. We developed a gene expression signature of Gleason score to enhance the prediction of prostate cancer outcomes. Elastic net was used to construct a gene expression signature by contrasting Gleason score 8‚Äì10 versus ‚â§6 tumors in The Cancer Genome Atlas dataset. The constructed signature was then evaluated for its ability to predict recurrence and metastatic-lethal progression in a Fred Hutchinson patient cohort. The expression signature included transcripts representing 49 genes. In the Fred Hutchinson cohort, a 25% increase in the signature was associated with a hazard ratio of 1.51 for recurrence. The signature‚Äôs area under the curve for predicting recurrence and metastatic-lethal progression was 0.68 and 0.76, respectively. Compared to a model with age at diagnosis, pathological stage and Gleason score, the gene expression signature improved the area under the curve for recurrence and metastatic-lethal progression. Higher levels of the signature were associated with increased expression of genes in cell cycle-related pathways and decreased expression of genes in androgen response, estrogen response, oxidative phosphorylation, and apoptosis. This gene expression signature based on Gleason score may improve the prediction of recurrence as well as metastatic-lethal progression in prostate cancer patients after radical prostatectomy.",,Supported
Pubmed,P113P30,P113P30,P113P30_T1,P113P30_T1_4,4,original_condition,"In this study, we also built new miRNA diagnostic classifiers in each GEO dataset based on best subset of DE miRNAs in the meta-analysis. These classifiers predicted biochemical recurrence after RP with very high accuracy. The highest diagnostic accuracy was given for GSE55323 with 11 miRNAs.",,Supported
Pubmed,P71P9,P71P9,P71P9_T1,P71P9_T1_3,3,condition_removed,"Historically studies focused on the identification of molecular biomarkers for prostate cancer have lacked prognostic potential. This is the first study, to our knowledge, to investigate the prognostic role of somatic mtDNA in prostate cancer, supported by the availability of extensive long-term clinical follow-up. We demonstrate that an increase in the number of mtDNA somatic SNVs, both the absolute and CVF is significantly correlated to disease relapse and that this prediction appears to improve stand alone Gleason score based risk prediction. The clinical significance of identifying patients prone to relapse has recently been highlighted by the reported benefit from salvage therapy at the earliest opportunity. Associating an increase in number of mtDNA somatic SNVs with both aggressive disease at presentation and poor outcomes, questions whether we observe a limitation to the number of mutagenic events a cell can tolerate. Although we observed a single individual with four SNVs, the upper limit in our study appears to be three mutagenic events. Further cataloging of prostate cancer associated mitochondrial mutations is required not only to determine the spectrum and combination of oncogenic variants, as well as the upper limits for cellular viability, but importantly, to provide significant clinical potential.",,Not Enough Evidence
Pubmed,P87P22,P87P22,P87P22_T1,P87P22_T1_4,4,original_condition,"Citrate and spermine are stored within the luminal space of the glands in prostate tissue, and the observed metabolic alterations can be due to cell metabolism or morphological changes. In the main cohort, the citrate and spermine concentrations were correlated with luminal space. This was a weaker correlation than between citrate and spermine concentrations and the NCWP-EMT signature score. Linear mixed modeling, adjusting for luminal space as well as other tissue heterogeneity and Gleason score, still showed the same metabolic alterations to be significant. These results suggest the alterations observed in citrate and spermine concentrations are a combination of changes in both luminal space and reprogramming of metabolism in samples with high NCWP-EMT score. There was no relationship between Wnt5a expression and metabolite concentrations in either the main or immunohistochemistry cohort. This supports that Wnt5a should be used as a biomarker in combination with other pathway components, such as our NCWP-EMT signature.",,Supported
Pubmed,P61P1,P61P1,P61P1_T1,P61P1_T1_3,3,condition_removed,"Genomic loss of chromosome 8p21 region, containing prostate-specific NKX3.1 gene, is a frequent alteration of the prostate cancer oncogenome. We propose a novel, paradigm shifting hypothesis that this frequently deleted locus is also associated with a cluster of microRNA genes, miR-3622a/b, that are lost in prostate cancer and play an important mechanistic role in progression and metastasis. In this study, we demonstrate the role of miR-3622b in prostate cancer. Expression analyses in a cohort of prostate cancer clinical specimens and cell lines show that miR-3622b expression is frequently lost in prostate cancer. Low miR-3622b expression was found to be associated with tumor progression and poor biochemical recurrence-free survival. Further, our analyses suggest that miR-3622b expression is a promising prostate cancer diagnostic biomarker that exhibits 100% specificity and 66% sensitivity. Restoration of miR-3622b expression in prostate cancer cell lines led to reduced cellular viability, proliferation, invasiveness, migration and increased apoptosis. miR-3622b overexpression in vivo induced regression of established prostate tumor xenografts pointing to its therapeutic potential. Further, we found that miR-3622b directly represses Epidermal Growth Factor Receptor. In conclusion, our study suggests that miR-3622b plays a tumor suppressive role and is frequently downregulated in prostate cancer, leading to EGFR upregulation. Importantly, miR-3622b has associated diagnostic, prognostic and therapeutic potential. Considering the association of chromosome 8p21 loss with poor prognosis, our findings are highly significant and support a novel concept that associates a long standing observation of frequent loss of a chromosomal region with a novel miRNA in prostate cancer.",,Not Enough Evidence
